Datum;Erster;Hoch;Tief;Schlusskurs
2019-07-15;0,887;0,8886;0,8862;0,8881
2019-07-12;0,8885;0,8897;0,8869;0,8872
2019-07-11;0,8885;0,8892;0,8861;0,8886
2019-07-10;0,8922;0,8927;0,8879;0,8886
2019-07-09;0,8916;0,8933;0,8914;0,8922
2019-07-08;0,8912;0,8923;0,8901;0,8915
2019-07-05;0,8861;0,8922;0,8859;0,8908
2019-07-04;0,8865;0,887;0,8854;0,8861
2019-07-03;0,8858;0,8874;0,8843;0,8866
2019-07-02;0,8859;0,8868;0,8838;0,8858
2019-07-01;0,8807;0,8864;0,8805;0,8859
2019-06-28;0,8797;0,8808;0,8777;0,8795
2019-06-27;0,8792;0,8812;0,8787;0,8797
2019-06-26;0,8795;0,8809;0,878;0,8792
2019-06-25;0,8773;0,8814;0,8763;0,8797
2019-06-24;0,8786;0,8793;0,8771;0,8774
2019-06-21;0,8854;0,8863;0,879;0,8796
2019-06-20;0,8904;0,8904;0,8838;0,8856
2019-06-19;0,8932;0,8938;0,8888;0,8905
2019-06-18;0,8912;0,8943;0,8895;0,8932
2019-06-17;0,8913;0,8925;0,8894;0,8911
2019-06-14;0,8867;0,8926;0,8858;0,8921
2019-06-13;0,8856;0,8873;0,8847;0,8867
2019-06-12;0,8827;0,8863;0,8816;0,8858
2019-06-11;0,8839;0,8846;0,882;0,8828
2019-06-10;0,8837;0,8856;0,8833;0,884
2019-06-07;0,8867;0,8887;0,8814;0,8824
2019-06-06;0,8907;0,891;0,8843;0,8868
2019-06-05;0,8886;0,8912;0,8845;0,8909
2019-06-04;0,8893;0,8907;0,8869;0,8887
2019-06-03;0,8945;0,896;0,888;0,8893
2019-05-31;0,8985;0,8989;0,8946;0,8953
2019-05-30;0,898;0,8996;0,8974;0,8986
2019-05-29;0,8958;0,8989;0,8951;0,898
2019-05-28;0,8933;0,8961;0,893;0,8956
2019-05-27;0,8923;0,8939;0,8917;0,8934
2019-05-24;0,8942;0,8946;0,8919;0,8925
2019-05-23;0,8966;0,9001;0,8939;0,8941
2019-05-22;0,8958;0,8969;0,8945;0,8966
2019-05-21;0,8954;0,8975;0,8942;0,8958
2019-05-20;0,8957;0,8968;0,8949;0,8954
2019-05-17;0,8949;0,8964;0,8942;0,8963
2019-05-16;0,8924;0,8955;0,891;0,8948
2019-05-15;0,8922;0,8945;0,8912;0,8923
2019-05-14;0,8908;0,8927;0,8894;0,8923
2019-05-13;0,8903;0,8911;0,8879;0,8909
2019-05-10;0,8913;0,8914;0,8887;0,8902
2019-05-09;0,8933;0,8949;0,8888;0,8913
2019-05-08;0,8934;0,8942;0,8918;0,8933
2019-05-07;0,8932;0,8955;0,8915;0,8933
2019-05-06;0,8939;0,8944;0,8921;0,8933
2019-05-03;0,895;0,8978;0,8925;0,8927
2019-05-02;0,8929;0,8952;0,8914;0,8951
2019-05-01;0,8917;0,8938;0,8877;0,8929
2019-04-30;0,8942;0,8948;0,8906;0,8917
2019-04-29;0,897;0,8973;0,8939;0,8942
2019-04-26;0,8981;0,899;0,895;0,8975
2019-04-25;0,8963;0,8992;0,8959;0,8981
2019-04-24;0,8909;0,8976;0,8909;0,8965
2019-04-23;0,8882;0,8934;0,8881;0,891
2019-04-22;0,8894;0,89;0,8879;0,8882
2019-04-19;0,8902;0,8903;0,8891;0,8895
2019-04-18;0,8852;0,8907;0,8847;0,8903
2019-04-17;0,8862;0,8865;0,8832;0,885
2019-04-16;0,8848;0,8865;0,8839;0,8861
2019-04-15;0,8847;0,8851;0,8834;0,8849
2019-04-12;0,8883;0,8884;0,8831;0,885
2019-04-11;0,8868;0,8888;0,886;0,8884
2019-04-10;0,8878;0,8904;0,8864;0,887
2019-04-09;0,888;0,8884;0,8863;0,8878
2019-04-08;0,8914;0,8917;0,887;0,888
2019-04-05;0,8911;0,8919;0,8896;0,8916
2019-04-04;0,8898;0,8924;0,8891;0,8913
2019-04-03;0,8926;0,8927;0,8887;0,8899
2019-04-02;0,8926;0,8941;0,8918;0,8925
2019-04-01;0,8906;0,8929;0,8889;0,8927
2019-03-29;0,8906;0,892;0,8893;0,8914
2019-03-28;0,8889;0,8917;0,888;0,8906
2019-03-27;0,8869;0,8894;0,8861;0,8888
2019-03-26;0,8838;0,8878;0,8829;0,8869
2019-03-25;0,8853;0,8854;0,8826;0,8837
2019-03-22;0,8791;0,887;0,8779;0,8849
2019-03-21;0,8754;0,8816;0,8743;0,879
2019-03-20;0,8808;0,8822;0,8736;0,8755
2019-03-19;0,8822;0,8823;0,8802;0,8808
2019-03-18;0,883;0,883;0,8804;0,8822
2019-03-15;0,8845;0,8848;0,8816;0,883
2019-03-14;0,8821;0,8854;0,882;0,8844
2019-03-13;0,8857;0,8866;0,882;0,8822
2019-03-12;0,8878;0,8888;0,8846;0,8858
2019-03-11;0,8905;0,891;0,8871;0,8877
2019-03-08;0,8933;0,894;0,8893;0,8901
2019-03-07;0,8844;0,8946;0,8834;0,8935
2019-03-06;0,8849;0,8858;0,8831;0,8843
2019-03-05;0,882;0,8857;0,882;0,885
2019-03-04;0,8796;0,8842;0,8795;0,882
2019-03-01;0,8795;0,8808;0,8767;0,8799
2019-02-28;0,8793;0,8801;0,8757;0,8795
2019-02-27;0,8777;0,88;0,877;0,8793
2019-02-26;0,8803;0,8814;0,8771;0,8779
2019-02-25;0,8816;0,882;0,8797;0,8803
2019-02-22;0,8821;0,8836;0,8807;0,8824
2019-02-21;0,8815;0,8832;0,8798;0,882
2019-02-20;0,8819;0,8829;0,8795;0,8814
2019-02-19;0,8842;0,8869;0,8806;0,882
2019-02-18;0,8842;0,8853;0,8823;0,8841
2019-02-15;0,8854;0,8901;0,8845;0,8856
2019-02-14;0,8884;0,8888;0,8843;0,8853
2019-02-13;0,8827;0,8889;0,8817;0,8886
2019-02-12;0,8868;0,8882;0,8819;0,8827
2019-02-11;0,8829;0,8874;0,8826;0,8867
2019-02-08;0,8817;0,8833;0,881;0,8832
2019-02-07;0,8797;0,883;0,8796;0,8816
2019-02-06;0,8768;0,8802;0,8765;0,8799
2019-02-05;0,8744;0,8771;0,8741;0,8768
2019-02-04;0,8727;0,8753;0,8726;0,8744
2019-02-01;0,8736;0,8745;0,8706;0,873
2019-01-31;0,8709;0,8744;0,8685;0,8737
2019-01-30;0,8745;0,8766;0,8696;0,871
2019-01-29;0,8751;0,8763;0,8734;0,8745
2019-01-28;0,876;0,8778;0,8739;0,875
2019-01-25;0,8848;0,8849;0,8759;0,8766
2019-01-24;0,8786;0,8858;0,8779;0,8847
2019-01-23;0,88;0,881;0,8776;0,8787
2019-01-22;0,8795;0,8821;0,8793;0,8801
2019-01-21;0,879;0,8805;0,8779;0,8795
2019-01-18;0,878;0,8807;0,8764;0,88
2019-01-17;0,8774;0,8794;0,8768;0,8781
2019-01-16;0,8764;0,8788;0,8755;0,8775
2019-01-15;0,872;0,8785;0,8704;0,8769
2019-01-14;0,8714;0,8733;0,871;0,8719
2019-01-11;0,8696;0,8727;0,8668;0,8718
2019-01-10;0,8658;0,8706;0,8643;0,8697
2019-01-09;0,874;0,874;0,8656;0,8661
2019-01-08;0,8713;0,8754;0,8707;0,8742
2019-01-07;0,8757;0,8763;0,871;0,8714
2019-01-04;0,8777;0,8813;0,8758;0,8773
2019-01-03;0,882;0,884;0,8764;0,8777
2019-01-02;0,8728;0,8834;0,8699;0,8826
2018-12-31;0,8743;0,8755;0,8722;0,8737
2018-12-28;0,8749;0,8749;0,8717;0,8739
2018-12-27;0,8806;0,8806;0,8731;0,875
2018-12-26;0,8772;0,8815;0,8761;0,8806
2018-12-24;0,8787;0,8791;0,8743;0,8771
2018-12-21;0,8734;0,8806;0,8716;0,8794
2018-12-20;0,8786;0,8789;0,8707;0,8733
2018-12-19;0,8795;0,8798;0,8742;0,8788
2018-12-18;0,8812;0,882;0,8771;0,8796
2018-12-17;0,8844;0,8845;0,8805;0,8812
2018-12-14;0,8804;0,8873;0,88;0,8846
2018-12-13;0,8793;0,8825;0,8779;0,8804
2018-12-12;0,8834;0,8838;0,8782;0,8794
2018-12-11;0,8809;0,8844;0,8772;0,8834
2018-12-10;0,8743;0,881;0,874;0,8808
2018-12-07;0,879;0,8802;0,8755;0,8776
2018-12-06;0,8812;0,8832;0,8763;0,879
2018-12-05;0,8815;0,8836;0,8803;0,8813
2018-12-04;0,8807;0,8831;0,8759;0,8817
2018-12-03;0,8819;0,8833;0,8788;0,8809
2018-11-30;0,8781;0,8845;0,8772;0,8834
2018-11-29;0,8796;0,8811;0,8771;0,8782
2018-11-28;0,8854;0,8875;0,8782;0,8796
2018-11-27;0,8825;0,8867;0,8816;0,8854
2018-11-26;0,8825;0,883;0,8785;0,8826
2018-11-23;0,8769;0,8828;0,8757;0,882
2018-11-22;0,8783;0,8784;0,8747;0,8767
2018-11-21;0,8797;0,8798;0,8755;0,8785
2018-11-20;0,8731;0,8803;0,8717;0,8797
2018-11-19;0,8763;0,8776;0,8724;0,8731
2018-11-16;0,8831;0,8832;0,8757;0,8759
2018-11-15;0,8838;0,8867;0,8804;0,8826
2018-11-14;0,885;0,8878;0,8815;0,884
2018-11-13;0,8912;0,8912;0,8855;0,8855
2018-11-12;0,883;0,8915;0,8826;0,8911
2018-11-09;0,8798;0,8835;0,8796;0,8822
2018-11-08;0,875;0,8807;0,8739;0,8799
2018-11-07;0,8757;0,8774;0,8697;0,8748
2018-11-06;0,8765;0,8778;0,8744;0,8757
2018-11-05;0,8781;0,8804;0,8754;0,8763
2018-11-02;0,8769;0,8792;0,8729;0,8781
2018-11-01;0,8836;0,8839;0,8754;0,8768
2018-10-31;0,8816;0,8848;0,8803;0,8837
2018-10-30;0,8792;0,8817;0,8783;0,8816
2018-10-29;0,8779;0,88;0,876;0,8793
2018-10-26;0,8793;0,8821;0,8758;0,8769
2018-10-25;0,8774;0,8806;0,8748;0,8793
2018-10-24;0,8718;0,8786;0,8715;0,8774
2018-10-23;0,8722;0,8741;0,8702;0,8716
2018-10-22;0,8693;0,8729;0,8658;0,8722
2018-10-19;0,873;0,8746;0,8671;0,8685
2018-10-18;0,8695;0,8733;0,8676;0,8729
2018-10-17;0,864;0,8698;0,8636;0,8695
2018-10-16;0,8634;0,8646;0,8606;0,8641
2018-10-15;0,8658;0,8663;0,8617;0,8634
2018-10-12;0,8627;0,8668;0,8614;0,8651
2018-10-11;0,8674;0,8674;0,8622;0,8627
2018-10-10;0,87;0,8711;0,8662;0,8676
2018-10-09;0,8702;0,8747;0,8694;0,8701
2018-10-08;0,8681;0,8726;0,868;0,8702
2018-10-05;0,8686;0,8705;0,8664;0,8681
2018-10-04;0,8709;0,8723;0,8669;0,8686
2018-10-03;0,866;0,8717;0,8626;0,8709
2018-10-02;0,8638;0,8691;0,8636;0,866
2018-10-01;0,8616;0,8647;0,8604;0,8638
2018-09-28;0,8591;0,8643;0,8583;0,8618
2018-09-27;0,8515;0,8592;0,8506;0,8591
2018-09-26;0,85;0,8528;0,8477;0,8516
2018-09-25;0,8512;0,8524;0,848;0,8499
2018-09-24;0,8513;0,8529;0,8465;0,8511
2018-09-21;0,849;0,8523;0,8473;0,8512
2018-09-20;0,8566;0,8569;0,8486;0,8492
2018-09-19;0,8568;0,8583;0,8537;0,8567
2018-09-18;0,8558;0,8582;0,8531;0,8569
2018-09-17;0,8598;0,8604;0,8549;0,8558
2018-09-14;0,8554;0,8605;0,8532;0,8604
2018-09-13;0,8598;0,8613;0,8546;0,8555
2018-09-12;0,862;0,8642;0,8585;0,8599
2018-09-11;0,8624;0,8646;0,8589;0,862
2018-09-10;0,8647;0,8675;0,8612;0,8623
2018-09-07;0,8603;0,8657;0,8584;0,8656
2018-09-06;0,8596;0,8616;0,8579;0,8603
2018-09-05;0,8634;0,8662;0,8596;0,8597
2018-09-04;0,8608;0,8671;0,8608;0,8635
2018-09-03;0,8623;0,8628;0,86;0,861
2018-08-31;0,8571;0,8632;0,8555;0,8619
2018-08-30;0,8541;0,8589;0,8534;0,8571
2018-08-29;0,8553;0,8581;0,854;0,8541
2018-08-28;0,8562;0,8574;0,8523;0,8552
2018-08-27;0,8594;0,8625;0,8552;0,8563
2018-08-24;0,8663;0,8669;0,8594;0,8605
2018-08-23;0,8621;0,8671;0,8621;0,8662
2018-08-22;0,8641;0,8655;0,8604;0,8624
2018-08-21;0,8703;0,8707;0,8621;0,8642
2018-08-20;0,8747;0,8775;0,8703;0,8705
2018-08-17;0,8792;0,8798;0,8738;0,8742
2018-08-16;0,8814;0,882;0,8766;0,8792
2018-08-15;0,8814;0,8848;0,8807;0,8813
2018-08-14;0,8769;0,8826;0,875;0,8814
2018-08-13;0,8785;0,8798;0,8748;0,8769
2018-08-10;0,8674;0,8781;0,8668;0,8762
2018-08-09;0,8612;0,8676;0,8606;0,8675
2018-08-08;0,8622;0,864;0,86;0,8611
2018-08-07;0,8655;0,8657;0,8615;0,8622
2018-08-06;0,8649;0,8672;0,8644;0,8656
2018-08-03;0,8631;0,8649;0,8614;0,8644
2018-08-02;0,8575;0,8633;0,8571;0,8631
2018-08-01;0,8555;0,8577;0,8548;0,8576
2018-07-31;0,8542;0,8557;0,8514;0,8557
2018-07-30;0,8577;0,8585;0,8533;0,8543
2018-07-27;0,8591;0,8604;0,8574;0,858
2018-07-26;0,8529;0,8592;0,8516;0,8591
2018-07-25;0,856;0,8572;0,8521;0,8527
2018-07-24;0,8553;0,8579;0,8535;0,8559
2018-07-23;0,8515;0,8558;0,8511;0,8555
2018-07-20;0,8587;0,86;0,852;0,8531
2018-07-19;0,8588;0,8639;0,8567;0,8588
2018-07-18;0,8576;0,8615;0,8573;0,8588
2018-07-17;0,8538;0,8582;0,8516;0,8576
2018-07-16;0,8559;0,8562;0,8529;0,8539
2018-07-13;0,857;0,8611;0,8557;0,8558
2018-07-12;0,8566;0,8584;0,855;0,857
2018-07-11;0,8518;0,8571;0,8505;0,8566
2018-07-10;0,851;0,8553;0,8502;0,8519
2018-07-09;0,8506;0,8523;0,8482;0,8512
2018-07-06;0,8555;0,8562;0,8499;0,8515
2018-07-05;0,8578;0,8583;0,8533;0,8554
2018-07-04;0,8578;0,8597;0,8562;0,8578
2018-07-03;0,8594;0,8605;0,8567;0,8578
2018-07-02;0,8572;0,8627;0,857;0,8594
2018-06-29;0,8649;0,8651;0,8555;0,8559
2018-06-28;0,8652;0,8674;0,8622;0,8649
2018-06-27;0,8585;0,8664;0,8568;0,865
2018-06-26;0,8545;0,8594;0,8533;0,8585
2018-06-25;0,8579;0,8599;0,8538;0,8546
2018-06-22;0,8616;0,862;0,8566;0,8578
2018-06-21;0,864;0,8685;0,8598;0,8615
2018-06-20;0,8632;0,8663;0,8621;0,8641
2018-06-19;0,8605;0,8671;0,8589;0,8632
2018-06-18;0,8637;0,8646;0,8603;0,8604
2018-06-15;0,8639;0,8663;0,8601;0,8615
2018-06-14;0,8479;0,8647;0,8445;0,864
2018-06-13;0,8514;0,8524;0,8475;0,848
2018-06-12;0,8487;0,8521;0,8468;0,8514
2018-06-11;0,8476;0,8491;0,846;0,8487
2018-06-08;0,8476;0,8526;0,8467;0,8497
2018-06-07;0,8491;0,8493;0,8446;0,8476
2018-06-06;0,8534;0,8537;0,8478;0,8491
2018-06-05;0,8549;0,858;0,8525;0,8534
2018-06-04;0,8565;0,8567;0,8515;0,8548
2018-06-01;0,8553;0,8599;0,8535;0,8577
2018-05-31;0,8571;0,8587;0,853;0,8553
2018-05-30;0,8664;0,8681;0,8569;0,8572
2018-05-29;0,8603;0,8685;0,8592;0,8663
2018-05-28;0,8548;0,8615;0,8527;0,8603
2018-05-25;0,8532;0,8586;0,8523;0,8584
2018-05-24;0,8545;0,8553;0,8511;0,8531
2018-05-23;0,8491;0,8563;0,8482;0,8545
2018-05-22;0,848;0,8504;0,8454;0,849
2018-05-21;0,8512;0,8534;0,8478;0,8479
2018-05-18;0,8478;0,851;0,846;0,8495
2018-05-17;0,8462;0,849;0,8462;0,8477
2018-05-16;0,8444;0,85;0,8442;0,8477
2018-05-14;0,8358;0,8387;0,8337;0,8386
2018-05-11;0,8392;0,8409;0,8356;0,8374
2018-05-10;0,8437;0,8443;0,8372;0,8392
2018-05-09;0,843;0,8458;0,8407;0,8438
2018-05-08;0,8387;0,8446;0,8376;0,8429
2018-05-07;0,8354;0,8404;0,8349;0,8388
2018-05-04;0,8342;0,8394;0,8336;0,836
2018-05-03;0,8365;0,837;0,8328;0,8342
2018-05-02;0,8339;0,8376;0,8312;0,8364
2018-05-01;0,828;0,8344;0,8276;0,8339
2018-04-30;0,8245;0,8288;0,8238;0,8281
2018-04-27;0,8261;0,8294;0,8242;0,8245
2018-04-26;0,8222;0,8267;0,8192;0,8261
2018-04-25;0,8175;0,8224;0,8171;0,8222
2018-04-24;0,8191;0,8208;0,8167;0,8175
2018-04-23;0,8149;0,8197;0,8137;0,8191
2018-04-20;0,81;0,8156;0,8096;0,8138
2018-04-19;0,8079;0,8109;0,8065;0,81
2018-04-18;0,8081;0,81;0,8067;0,8079
2018-04-17;0,8077;0,8105;0,8056;0,8082
2018-04-16;0,8104;0,8113;0,807;0,8077
2018-04-13;0,8113;0,8124;0,81;0,8109
2018-04-12;0,8086;0,813;0,8078;0,8113
2018-04-11;0,8094;0,8099;0,8069;0,8086
2018-04-10;0,8115;0,8128;0,808;0,8095
2018-04-09;0,8147;0,8155;0,8111;0,8116
2018-04-06;0,817;0,8186;0,8136;0,8143
2018-04-05;0,8142;0,8184;0,8137;0,8171
2018-04-04;0,815;0,8158;0,8123;0,8142
2018-04-03;0,813;0,816;0,8107;0,8151
2018-04-02;0,8115;0,8141;0,8102;0,8129
2018-03-30;0,8129;0,8131;0,811;0,8115
2018-03-29;0,8123;0,8141;0,8107;0,8129
2018-03-28;0,806;0,813;0,8051;0,8124
2018-03-27;0,8034;0,8082;0,8017;0,8062
2018-03-26;0,8085;0,8091;0,8025;0,8033
2018-03-23;0,8117;0,8119;0,8082;0,8095
2018-03-22;0,8102;0,8138;0,8074;0,8117
2018-03-21;0,8167;0,8167;0,8098;0,8103
2018-03-20;0,8107;0,8169;0,8095;0,8166
2018-03-19;0,8151;0,8157;0,8093;0,8107
2018-03-16;0,8126;0,8155;0,8107;0,8137
2018-03-15;0,8085;0,8129;0,8075;0,8126
2018-03-14;0,8068;0,8099;0,8057;0,8086
2018-03-13;0,8108;0,812;0,806;0,8069
2018-03-12;0,8113;0,8136;0,8101;0,8108
2018-03-09;0,8126;0,8126;0,8126;0,8126
2018-03-08;0,8057;0,8131;0,8038;0,8126
2018-03-07;0,8051;0,8074;0,8036;0,8058
2018-03-06;0,8107;0,811;0,805;0,805
2018-03-05;0,8111;0,8148;0,8098;0,8108
2018-03-02;0,815;0,8162;0,8107;0,8118
2018-03-01;0,8201;0,8227;0,8147;0,8147
2018-02-28;0,8174;0,8204;0,817;0,8201
2018-02-27;0,8121;0,8182;0,8101;0,8174
2018-02-26;0,8131;0,8142;0,8095;0,8121
2018-02-23;0,8106;0,8143;0,8106;0,8133
2018-02-22;0,8144;0,8156;0,8097;0,8111
2018-02-21;0,8106;0,8145;0,8101;0,8145
2018-02-20;0,806;0,8116;0,8057;0,8106
2018-02-19;0,8042;0,8084;0,8042;0,8058
2018-02-16;0,7999;0,8067;0,7965;0,8057
2018-02-15;0,8031;0,8033;0,7995;0,7999
2018-02-14;0,8098;0,8144;0,8023;0,8029
2018-02-13;0,8135;0,814;0,8084;0,8098
2018-02-12;0,8149;0,8172;0,8132;0,8136
2018-02-09;0,8164;0,8192;0,814;0,8162
2018-02-08;0,816;0,8187;0,8134;0,8163
2018-02-07;0,8078;0,8165;0,8062;0,816
2018-02-06;0,8081;0,812;0,8048;0,8079
2018-02-05;0,8029;0,8087;0,8016;0,8077
2018-02-02;0,7995;0,8058;0,7989;0,8027
2018-02-01;0,8056;0,8073;0,7987;0,7998
2018-01-31;0,8063;0,8067;0,8017;0,8057
2018-01-30;0,8075;0,8107;0,8031;0,8062
2018-01-29;0,8066;0,8104;0,8047;0,8078
2018-01-26;0,8079;0,808;0,8005;0,8045
2018-01-25;0,8062;0,8085;0,798;0,8077
2018-01-24;0,8132;0,8134;0,8055;0,8062
2018-01-23;0,8158;0,8181;0,8127;0,8132
2018-01-22;0,8177;0,8186;0,8154;0,8157
2018-01-19;0,8169;0,8186;0,8134;0,818
2018-01-18;0,8217;0,8218;0,8154;0,8169
2018-01-17;0,8159;0,8217;0,8119;0,8217
2018-01-16;0,8153;0,8199;0,8143;0,8155
2018-01-15;0,8198;0,8201;0,8135;0,8152
2018-01-12;0,8309;0,8311;0,819;0,8193
2018-01-11;0,8368;0,8382;0,8293;0,8306
2018-01-10;0,8379;0,8386;0,8322;0,8369
2018-01-09;0,8356;0,8391;0,8351;0,8377
2018-01-08;0,8303;0,8363;0,8301;0,8355
2018-01-05;0,8284;0,8319;0,8277;0,8312
2018-01-04;0,8326;0,833;0,8273;0,8285
2018-01-03;0,8294;0,833;0,8288;0,8324
2018-01-02;0,8324;0,8329;0,8279;0,8294
2018-01-01;0,8328;0,833;0,8322;0,8324
2017-12-29;0,8375;0,8377;0,8316;0,8328
2017-12-28;0,8402;0,8406;0,8362;0,8377
2017-12-27;0,8434;0,8435;0,8396;0,8406
2017-12-26;0,8424;0,8441;0,8421;0,8433
2017-12-25;0,843;0,843;0,843;0,843
2017-12-22;0,8427;0,8458;0,8426;0,843
2017-12-21;0,8423;0,8438;0,8411;0,8427
2017-12-20;0,8445;0,8454;0,8403;0,8422
2017-12-19;0,8487;0,8491;0,844;0,8445
2017-12-18;0,8506;0,8506;0,8451;0,8487
2017-12-15;0,8497;0,8511;0,8467;0,851
2017-12-14;0,8456;0,8499;0,8433;0,8499
2017-12-13;0,852;0,8524;0,8452;0,8457
2017-12-12;0,8494;0,8534;0,8481;0,852
2017-12-11;0,8491;0,85;0,8467;0,8494
2017-12-08;0,8492;0,8524;0,8491;0,8494
2017-12-07;0,8471;0,8494;0,8468;0,8492
2017-12-06;0,8454;0,8488;0,844;0,8472
2017-12-05;0,8426;0,8474;0,842;0,8454
2017-12-04;0,8422;0,8452;0,842;0,8427
2017-12-01;0,8409;0,8437;0,8376;0,8405
2017-11-30;0,8438;0,8466;0,8382;0,8411
2017-11-29;0,8441;0,8461;0,8416;0,8438
2017-11-28;0,8404;0,8454;0,839;0,8441
2017-11-27;0,8389;0,8408;0,8361;0,8403
2017-11-24;0,8439;0,8448;0,8373;0,8384
2017-11-23;0,8461;0,8465;0,8436;0,8439
2017-11-22;0,8522;0,8522;0,8458;0,8462
2017-11-21;0,8522;0,8537;0,8507;0,8523
2017-11-20;0,8514;0,8528;0,847;0,8523
2017-11-17;0,8496;0,8499;0,846;0,8481
2017-11-16;0,8496;0,8504;0,8474;0,8496
2017-11-15;0,8476;0,8496;0,8433;0,8494
2017-11-14;0,8572;0,8575;0,8471;0,8476
2017-11-13;0,8584;0,8592;0,8565;0,8573
2017-11-10;0,8589;0,8603;0,8565;0,8573
2017-11-09;0,8625;0,8631;0,8581;0,859
2017-11-08;0,8626;0,8631;0,8614;0,8626
2017-11-07;0,8613;0,8653;0,861;0,8628
2017-11-06;0,8613;0,8634;0,8605;0,8612
2017-11-03;0,8578;0,8621;0,8557;0,8614
2017-11-02;0,8607;0,8608;0,8557;0,8578
2017-11-01;0,8584;0,8615;0,8579;0,8608
2017-10-31;0,8589;0,8602;0,8578;0,8583
2017-10-30;0,8613;0,8619;0,8578;0,8588
2017-10-27;0,8582;0,8639;0,858;0,8614
2017-10-26;0,8464;0,8589;0,845;0,8581
2017-10-25;0,8501;0,8508;0,8463;0,8464
2017-10-24;0,8511;0,8515;0,8482;0,8501
2017-10-23;0,8504;0,8527;0,8491;0,8512
2017-10-20;0,844;0,85;0,8436;0,8489
2017-10-19;0,848;0,8495;0,8434;0,8441
2017-10-18;0,8499;0,8523;0,8471;0,848
2017-10-17;0,8477;0,852;0,8477;0,8498
2017-10-16;0,8465;0,8488;0,8462;0,8475
2017-10-13;0,8453;0,847;0,8422;0,8459
2017-10-12;0,8431;0,8455;0,8418;0,8452
2017-10-11;0,8468;0,8478;0,8425;0,8431
2017-10-10;0,8517;0,8518;0,8457;0,8468
2017-10-09;0,852;0,8532;0,8507;0,8518
2017-10-06;0,8539;0,8567;0,852;0,8521
2017-10-05;0,8506;0,8547;0,849;0,8537
2017-10-04;0,852;0,852;0,8484;0,8505
2017-10-03;0,8522;0,8548;0,8495;0,852
2017-10-02;0,8483;0,8525;0,8481;0,8523
